state,district,net_gw_availability_ham,net_gw_irrigation_ham,stage_pct,category
Tamil Nadu,Tiruppur,44325.0,-11799.0,127.0,Over-Exploited
Tamil Nadu,Tiruvarur,29980.0,8376.0,71.0,Semi-Critical
Tamil Nadu,Tirvannamalai,109334.0,16369.0,85.0,Semi-Critical
Tamil Nadu,Trichy,72560.0,20056.0,79.0,Semi-Critical
Tamil Nadu,Vellore,59280.0,-3857.0,105.0,Over-Exploited
Tamil Nadu,Villupuram,149828.0,-4869.0,103.0,Over-Exploited
Tamil Nadu,Virudhunagar,49519.0,14802.0,69.0,Safe
Tripura,West Tripura,87697.0,72100.0,12.0,Safe
Tripura,South Tripura,68813.0,61211.0,5.0,Safe
Tripura,North Tripura,42039.0,37792.0,4.0,Safe
Tripura,Dhalai,37251.0,35421.0,2.0,Safe
Uttar Pradesh,Agra,82214.0,5192.0,114.0,Over-Exploited
Uttar Pradesh,Aligarh,86808.0,12409.0,82.0,Semi-Critical
Uttar Pradesh,Allahabad,117531.0,21956.0,81.0,Semi-Critical
Uttar Pradesh,Ambedkar Nagar,102989.0,41479.0,57.0,Safe
Uttar Pradesh,Amethi,100781.0,28220.0,68.0,Safe
Uttar Pradesh,Amroha (J P Nagar),66549.0,4314.0,108.0,Over-Exploited
Uttar Pradesh,Auraiya,64242.0,18817.0,69.0,Safe
Uttar Pradesh,Azamgarh,132861.0,37525.0,65.0,Safe
Uttar Pradesh,Baghapat,45369.0,934.0,98.0,Critical
Uttar Pradesh,Bahraich,107549.0,42159.0,55.0,Safe
Uttar Pradesh,Ballia,88953.0,26062.0,66.0,Safe
Uttar Pradesh,Balrampur,84891.0,41232.0,50.0,Safe
Uttar Pradesh,Banda,67546.0,29526.0,55.0,Safe
Uttar Pradesh,Barabanki,207632.0,70599.0,64.0,Safe
Uttar Pradesh,Bareilly,174396.0,66853.0,60.0,Safe
Uttar Pradesh,Basti.,101044.0,19209.0,79.0,Semi-Critical
Uttar Pradesh,Bijnor,137519.0,45971.0,67.0,Safe
Uttar Pradesh,Budaun,111378.0,17042.0,85.0,Semi-Critical
Uttar Pradesh,Bulandshahar,151866.0,26314.0,82.0,Semi-Critical
Uttar Pradesh,Chandauli,71669.0,39848.0,38.0,Safe
Uttar Pradesh,Chitrakoot,24495.0,7586.0,66.0,Safe
Uttar Pradesh,Deoria,101175.0,19652.0,78.0,Semi-Critical
Uttar Pradesh,Etah,64198.0,6878.0,88.0,Semi-Critical
Uttar Pradesh,Etawah,73924.0,39175.0,46.0,Safe
Uttar Pradesh,Faizabad,72700.0,26568.0,62.0,Safe
Uttar Pradesh,Farrukhabad,61894.0,10647.0,80.0,Semi-Critical
Uttar Pradesh,Fatehpur,111528.0,4085.0,95.0,Critical
Uttar Pradesh,Firozabad,73046.0,5266.0,117.0,Over-Exploited
Uttar Pradesh,G.B.Nagar,45820.0,3944.0,93.0,Critical
Uttar Pradesh,Ghaziabad,30016.0,2452.0,105.0,Over-Exploited
Uttar Pradesh,Ghazipur,125085.0,34970.0,68.0,Safe
Uttar Pradesh,Gonda,117028.0,31618.0,71.0,Semi-Critical
Uttar Pradesh,Gorakhpur,176256.0,73632.0,55.0,Safe
Uttar Pradesh,Hamirpur,51535.0,16732.0,64.0,Safe
Uttar Pradesh,Hapur,40039.0,5045.0,89.0,Semi-Critical
Uttar Pradesh,Hardoi,181375.0,52767.0,69.0,Safe
Uttar Pradesh,Hathras,57482.0,10278.0,85.0,Semi-Critical
Uttar Pradesh,Jalaun,185119.0,130211.0,29.0,Safe
Uttar Pradesh,Jaunpur,124306.0,14904.0,89.0,Semi-Critical
Uttar Pradesh,Jhansi,61296.0,19012.0,68.0,Safe
Uttar Pradesh,Kannauj,64654.0,24210.0,67.0,Safe
Uttar Pradesh,Kanpur Dehat,86885.0,26139.0,68.0,Safe
Uttar Pradesh,Kanpur Nagar,78787.0,0.0,85.0,Semi-Critical
Uttar Pradesh,Kasganj,58090.0,4026.0,100.0,Critical
Uttar Pradesh,Kaushambhi,49945.0,6575.0,91.0,Critical
Uttar Pradesh,Kushi Nagar,166495.0,81120.0,47.0,Safe
Uttar Pradesh,Lakhimpur Kheri,284590.0,100160.0,62.0,Safe
Uttar Pradesh,Lalitpur,49124.0,18397.0,62.0,Safe
Uttar Pradesh,Lucknow,64315.0,16062.0,69.0,Safe
Uttar Pradesh,Maharajganj,112163.0,38516.0,62.0,Safe
Uttar Pradesh,Mahoba,16168.0,23.0,112.0,Over-Exploited
Uttar Pradesh,Mainpuri,91583.0,14890.0,86.0,Semi-Critical
Uttar Pradesh,Mathura,104812.0,22239.0,92.0,Critical
Uttar Pradesh,Maunath Bhanjan,48296.0,11372.0,70.0,Semi-Critical
Uttar Pradesh,Meerut,115160.0,33560.0,70.0,Semi-Critical
Uttar Pradesh,Mirzapur,57819.0,16889.0,62.0,Safe
Uttar Pradesh,Moradabad,82697.0,13956.0,85.0,Semi-Critical
Uttar Pradesh,Muzaffarnagar,98139.0,36019.0,66.0,Safe
Uttar Pradesh,Pilibhit,123930.0,41768.0,65.0,Safe
Uttar Pradesh,Pratapgarh,115645.0,28204.0,141.0,Over-Exploited
Uttar Pradesh,Raebarely,85359.0,19857.0,73.0,Semi-Critical
Uttar Pradesh,Rampur,70056.0,7053.0,107.0,Over-Exploited
Uttar Pradesh,Saharanpur,133081.0,0.0,133.0,Over-Exploited
Uttar Pradesh,Sambhal,63993.0,1718.0,109.0,Over-Exploited
Uttar Pradesh,Sant Kabeer Nagar,71202.0,21183.0,67.0,Safe
Uttar Pradesh,Sant Ravidas Nagar,39972.0,473.0,93.0,Critical
Uttar Pradesh,Shahjahnpur,137267.0,53147.0,59.0,Safe
Uttar Pradesh,Shamli,42357.0,447.0,140.0,Over-Exploited
Uttar Pradesh,Shrawasti,42110.0,10419.0,70.0,Semi-Critical
Uttar Pradesh,Siddhrth Nagar,145272.0,47705.0,64.0,Safe
Uttar Pradesh,Sitapur,234032.0,64580.0,70.0,Semi-Critical
Uttar Pradesh,Sonbhadra,21106.0,6780.0,43.0,Safe
Uttar Pradesh,Sultanpur,104541.0,24526.0,73.0,Semi-Critical
Uttar Pradesh,Unnao,175443.0,57054.0,65.0,Safe
Uttar Pradesh,Varanasi,48595.0,3402.0,86.0,Semi-Critical
Uttarakhand,Dehradun,36458.0,28105.0,12.0,Safe
Uttarakhand,Hardwar,71103.0,30705.0,56.0,Safe
Uttarakhand,Nainital,10341.0,5731.0,43.0,Safe
Uttarakhand,Udham Singh Nagar,81639.0,15326.0,79.0,Semi-Critical
West Bengal,Malda,139912.0,81140.0,40.0,Safe
West Bengal,Nadia,191095.0,12654.0,92.0,Critical
West Bengal,Kochbihar,247301.0,203752.0,17.0,Safe
West Bengal,North 24 Parganas,147570.0,50951.0,62.0,Safe
West Bengal,Dakshin Dinajpur,103544.0,55015.0,46.0,Safe
West Bengal,Uttar Dinajpur,171293.0,89853.0,46.0,Safe
West Bengal,Bankura,153736.0,89560.0,40.0,Safe
West Bengal,Purulia,65957.0,58281.0,9.0,Safe
West Bengal,Jalpaiguri,253647.0,240764.0,4.0,Safe
West Bengal,Barddhaman,257882.0,160154.0,36.0,Safe
West Bengal,Murshidabad,222259.0,40114.0,79.0,Semi-Critical
West Bengal,Birbhum,107679.0,67846.0,34.0,Safe
West Bengal,Howrah,26375.0,16307.0,25.0,Safe
West Bengal,Darjeeling,44616.0,41861.0,5.0,Safe
West Bengal,Hoogly,132895.0,69674.0,45.0,Safe
West Bengal,Paschim Medinipur,319924.0,212193.0,32.0,Safe
West Bengal,Purba Medinipur,72545.0,48102.0,32.0,Safe
